author,study.habitat,from,year,region,location,species,life.stage,family,common.name,genus,environment,climate,red.list,feeding.type,feeding.habit,TL,fork.length,total.length,W,GW,N,Cature.meth,min.size,float.meth,dig.meth,count.meth,polymer.meth,polymer.ID,blanks,blank.conc,ingest.rate,Mpsgut,SDMPsgut,MPspergfish,SDMPspergfish,maj.fib,maj.under.one.mm,maj.polymer,maj.col,exclude.fib,notes
Hermsen et al.,Marine,Hailey,2017,Atlantic: Northeast,North Sea,Merlangius merlangus,Adult,Gadidae,Whiting,Merlangius,Benthopelagic,Temperate,Least Concern,mainly animals,hunting macrofauna,4.4,,,,,28,Trawl,20,None,KOH,Visual,FTIR,yes,yes,0,0,0,,,,,,,,yes,
Hermsen et al.,Marine,Hailey,2017,Atlantic: Northeast,North Sea,Sprattus sprattus,Adult,Clupeidae,European sprat,Sprattus,Pelagic-neritic,Temperate,Not Evaluated,mainly animals,selective plankton feeding,3,,,,,141,Trawl,20,None,KOH,Visual,FTIR,yes,yes,0,0.709,0.014,,,,no,yes,Polymethylmethacrylate ,Clear,no,
Herrera et al.,Marine,Hailey,2019,Atlantic: Eastern Central,Canary Islands,Scomber colias,Adult,Scombridae,Atlantic chub mackerel,Scomber,Pelagic-neritic,Temperate,Least Concern,mainly animals,hunting macrofauna,3.9,,,,,120,Purse-seine nets,50,None,KOH,Visual,FTIR,yes,yes,,78.3,2.17,2.04,,,yes,,,Blue,no,
Horton et al.,Freshwater,Garth,2018,Europe,"River Thames, UK",Rutilus rutilus,Adult,Cyprinidae,Roach,Rutilus,Freshwater; benthopelagic,Subtropical,Least Concern,plants/detritus+animals,hunting macrofauna,3,14.12,,,,64,Electrofishing,500,None,None,Visual,Raman,yes,no,,33,0.69,1.25,,,yes,,,,no,
Hossain et al.,Marine,Garth,2019,Indian Ocean: Eastern,Northern Bay of Bengal,Harpadon nehereus,Adult,Synodontidae,Bombay-duck,Harpadon,Benthopelagic,Tropical,Not Evaluated,mainly animals,,4.2,,,129.64,24.6,25,Estuarine set bag net,45,NaCl,H2O2,Visual,FTIR,yes,yes,,,8.72,1.54,0.07,0.02,yes,yes,Polyamide,Clear,no,
Hossain et al.,Marine,Garth,2019,Indian Ocean: Eastern,Northern Bay of Bengal,Harpadon translucens,Adult,Synodontidae,Glassy Bombay-duck,Harpadon,Demersal,Tropical,Least Concern,,,4.5,,,80.69,5.32,25,Estuarine set bag net,45,NaCl,H2O2,Visual,FTIR,yes,yes,,,5.8,1.41,0.07,0.02,yes,yes,Polyamide,Clear,no,
Hossain et al.,Marine,Garth,2019,Indian Ocean: Eastern,Northern Bay of Bengal,Sardinella gibbosa,Adult,Clupeidae,Goldstripe sardinella,Sardinella,Pelagic-neritic,Tropical,Least Concern,mainly animals,selective plankton feeding,2.9,,,38.08,2.05,25,Estuarine set bag net,45,NaCl,H2O2,Visual,FTIR,yes,yes,,,3.2,1.16,0.08,0.03,yes,yes,Polyamide,Clear,no,
Huang et al.,Marine,Garth,2019,Pacific: Northwest,Zhanjian mangrove wetland,Acentrogobius chlorostigmatoides,Adult,Gobiidae,Greenspot goby,Acentrogobius,Demersal,Tropical,Not Evaluated,,,3.5,,9.05,6.26,,1,"Trawl, drift net, and cage net",20,NaCl,KOH,Visual,FTIR,yes,yes,,,1,,,,yes,no,Polyethylene,Green,no,
Huang et al.,Marine,Garth,2019,Pacific: Northwest,Zhanjian mangrove wetland,Acanthopagrus latus,Adult,Sparidae,Yellowfin seabream,Acanthopagrus,Demersal,Subtropical,Data deficient,mainly animals,hunting macrofauna,3.8,,6.663,11.94,,3,"Trawl, drift net, and cage net",20,NaCl,KOH,Visual,FTIR,yes,yes,,,3.333333333,,,,yes,yes,Polyethylene,Red,no,
Huang et al.,Marine,Garth,2019,Pacific: Northwest,Zhanjian mangrove wetland,Arius leiotetocephalus,Adult,Ariidae,Smooth-headed catfish,Plicofollis,Demersal,Tropical,Not Evaluated,,,3.7,,18.818,51.7,,6,"Trawl, drift net, and cage net",20,NaCl,KOH,Visual,FTIR,yes,yes,,,3.5,,,,yes,no,Polyethylene,Clear,no,
Huang et al.,Marine,Garth,2019,Pacific: Northwest,Zhanjian mangrove wetland,Acentrogobius viridipunctatus,Adult,Gobiidae,Spotted green goby,Acentrogobius,Demersal,Tropical,Not Evaluated,,,3.6,,10.289,12.92,,9,"Trawl, drift net, and cage net",20,NaCl,KOH,Visual,FTIR,yes,yes,,,1.111111111,,,,yes,yes,Polyethylene,Clear,no,
Huang et al.,Marine,Garth,2019,Pacific: Northwest,Zhanjian mangrove wetland,Cynoglossus puncticeps,Adult,Cynoglossidae,Speckled tonguesole,Cynoglossus,Demersal,Tropical,Not Evaluated,mainly animals,hunting macrofauna,3.3,,9.794,7.76,,5,"Trawl, drift net, and cage net",20,NaCl,KOH,Visual,FTIR,yes,yes,,,1.4,,,,yes,no,Polyethylene,Blue,no,
Huang et al.,Marine,Garth,2019,Pacific: Northwest,Zhanjian mangrove wetland,Callionymus richardsoni,Adult,Callionymidae,Horn dragonet,Callionymus,Demersal,Subtropical,Not Evaluated,mainly animals,hunting macrofauna,3.2,,11.01,9.49,,4,"Trawl, drift net, and cage net",20,NaCl,KOH,Visual,FTIR,yes,yes,,,2.5,,,,yes,no,Polyethylene,Black,no,
Huang et al.,Marine,Garth,2019,Pacific: Northwest,Zhanjian mangrove wetland,Dendrophysa russelii,Adult,Sciaenidae,Goatee croaker,Dendrophysa,Demersal,Tropical,Not Evaluated,,,3.5,,12.7,18.09,,2,"Trawl, drift net, and cage net",20,NaCl,KOH,Visual,FTIR,yes,yes,,,3,,,,yes,no,Polyethylene,Red,no,
Huang et al.,Marine,Garth,2019,Pacific: Northwest,Zhanjian mangrove wetland,Epinephelus akaara,Adult,Serranidae,Hong Kong grouper,Epinephelus,Reef-associated,Tropical,Endangered,mainly animals,hunting macrofauna,4,,12.89,38.79,,4,"Trawl, drift net, and cage net",20,NaCl,KOH,Visual,FTIR,yes,yes,,,6,,,,yes,no,Polyethylene,White,no,
Huang et al.,Marine,Garth,2019,Pacific: Northwest,Zhanjian mangrove wetland,Gerreomorpha decacantha,Adult,Gerreidae,Small Chinese silver-biddy,Gerres,Benthopelagic,Subtropical,Not Evaluated,,,3.2,,11.89,15.04,,2,"Trawl, drift net, and cage net",20,NaCl,KOH,Visual,FTIR,yes,yes,,,3,,,,yes,yes,Polyethylene,Blue,no,
Huang et al.,Marine,Garth,2019,Pacific: Northwest,Zhanjian mangrove wetland,Gerres filamentosus,Adult,Gerreidae,Whipfin silver-biddy,Gerres,Demersal,Tropical,Least Concern,mainly animals,hunting macrofauna,3.2,,11.4,18.76,,4,"Trawl, drift net, and cage net",20,NaCl,KOH,Visual,FTIR,yes,yes,,,3,,,,yes,yes,Polyethylene,Blue,no,
Huang et al.,Marine,Garth,2019,Pacific: Northwest,Zhanjian mangrove wetland,Gerres lucidus,Adult,Gerreidae,Saddlebqack silver-biddy,Gerres,Demersal,Tropical,Least Concern,mainly animals,hunting macrofauna,3.5,,95.12,11.97,,4,"Trawl, drift net, and cage net",20,NaCl,KOH,Visual,FTIR,yes,yes,,,2.75,,,,yes,yes,Polyethylene,Red,no,
Huang et al.,Marine,Garth,2019,Pacific: Northwest,Zhanjian mangrove wetland,Muraenesox cinereus,Adult,Muraenesocidae,Daggertooth pike conger,Muraenesox,Demersal,Subtropical,Not Evaluated,mainly animals,hunting macrofauna,4.4,,33.85,652.78,,1,"Trawl, drift net, and cage net",20,NaCl,KOH,Visual,FTIR,yes,yes,,,3,,,,no,yes,Polyethylene,Clear,no,
Huang et al.,Marine,Garth,2019,Pacific: Northwest,Zhanjian mangrove wetland,Oreochromis niloticus,Adult,Cichlidae,Nile tilapia ,Oreochromis,Benthopelagic,Tropical,Not Evaluated,mainly plants/detritus,browsing on substrate,2,,10.96,28.12,,4,"Trawl, drift net, and cage net",20,NaCl,KOH,Visual,FTIR,yes,yes,,,2.5,,,,yes,no,Polyethylene,White,no,
Huang et al.,Marine,Garth,2019,Pacific: Northwest,Zhanjian mangrove wetland,Odontamblyopus rubicundus,Adult,Gobiidae,Lal chewa,Odontamblyopus,Benthopelagic,Subtropical,Not Evaluated,,,3.9,,7.298,4.63,,5,"Trawl, drift net, and cage net",20,NaCl,KOH,Visual,FTIR,yes,yes,,,1.6,,,,yes,no,Polyethylene,Clear,no,
Huang et al.,Marine,Garth,2019,Pacific: Northwest,Zhanjian mangrove wetland,Pisodonophis boro,Adult,Ophichthidae,Rice-paddy eel,Pisodonophis,Demersal,Tropical,Least Concern,mainly animals,hunting macrofauna,4,,60.65,103.35,,1,"Trawl, drift net, and cage net",20,NaCl,KOH,Visual,FTIR,yes,yes,,,1,,,,yes,yes,Polyethylene,Red,no,
Huang et al.,Marine,Garth,2019,Pacific: Northwest,Zhanjian mangrove wetland,Platycephalus indicus,Adult,Platycephalidae,Bartail flathead,Platycephalus,Reef-associated,Subtropical,Data deficient,mainly animals,hunting macrofauna,3.6,,16.53,28.66,,9,"Trawl, drift net, and cage net",20,NaCl,KOH,Visual,FTIR,yes,yes,,,3.444444444,,,,yes,no,Polyethylene,White,no,
Huang et al.,Marine,Garth,2019,Pacific: Northwest,Zhanjian mangrove wetland,Periophthalmus modestus,Adult,Gobiidae,Shuttles hoppfish,Periophthalmus,Demersal,Subtropical,Not Evaluated,,,3.2,,10.7,13.43,,2,"Trawl, drift net, and cage net",20,NaCl,KOH,Visual,FTIR,yes,yes,,,4,,,,yes,yes,Polyethylene,Clear,no,
Huang et al.,Marine,Garth,2019,Pacific: Northwest,Zhanjian mangrove wetland,Solea ovata,Adult,Soleidae,Ovate sole,Solea,Demersal,Tropical,,mainly animals,hunting macrofauna,3.5,,15.52,14.02,,1,"Trawl, drift net, and cage net",20,NaCl,KOH,Visual,FTIR,yes,yes,,,1,,,,yes,yes,Polyethylene,Blue,no,
Huang et al.,Marine,Garth,2019,Pacific: Northwest,Zhanjian mangrove wetland,Sillago sihama,Adult,Sillaginidae,Silver sillago,Silago,Reef-associated,Tropical,Least Concern,mainly animals,hunting macrofauna,3.3,,10.668,7.68,,5,"Trawl, drift net, and cage net",20,NaCl,KOH,Visual,FTIR,yes,yes,,,2,,,,yes,yes,Polyethylene,Clear,no,
Huang et al.,Marine,Garth,2019,Pacific: Northwest,Zhanjian mangrove wetland,Terapon jarbua,Adult,Terapontidae,Jarbua terapon,Terapon,Demersal,Tropical,Least Concern,mainly animals,hunting macrofauna,3.9,,12.092,24.16,,5,"Trawl, drift net, and cage net",20,NaCl,KOH,Visual,FTIR,yes,yes,,,0.6,,,,yes,yes,Polyethylene,Blue,no,
Huang et al.,Marine,Garth,2019,Pacific: Northwest,Zhanjian mangrove wetland,Takifugu niphobles,Adult,Tetraodontidae,Grass puffer,Takifugu,Demersal,Tropical,Least Concern,mainly animals,,3.3,,9.753,29.26,,6,"Trawl, drift net, and cage net",20,NaCl,KOH,Visual,FTIR,yes,yes,,,2.333333333,,,,yes,no,Polyethylene,Clear,no,
Huang et al.,Marine,Garth,2019,Pacific: Northwest,Zhanjian mangrove wetland,Zebrias zebra,Adult,Soleidae,Zebra sole,Zebrias,Reef-associated,Tropical,Not Evaluated,mainly animals,hunting macrofauna,3.5,,11.763,16.94,,4,"Trawl, drift net, and cage net",20,NaCl,KOH,Visual,FTIR,yes,yes,,,1.5,,,,no,yes,Polyethylene,Clear,no,
Huang et al.,Marine,Garth,2019,Pacific: Northwest,Zhanjian mangrove wetland,Atherina bleekeri,Adult,Atherinidae,Sumatran silverside,Hypoatherina,Pelagic-neritic,Tropical,Not Evaluated,mainly animals,selective plankton feeding,3.2,,9.02,5.12,,1,"Trawl, drift net, and cage net",20,NaCl,KOH,Visual,FTIR,yes,yes,,,0,,,,,,,,no,
Huang et al.,Marine,Garth,2019,Pacific: Northwest,Zhanjian mangrove wetland,Alepes djedaba,Adult,Carangidae,Shrimp scad,Alepes,Reef-associated,Subtropical,Least Concern,mainly animals,hunting macrofauna,3.3,,9.6,8.12,,1,"Trawl, drift net, and cage net",20,NaCl,KOH,Visual,FTIR,yes,yes,,,2,,,,yes,yes,Polyethylene,Black,no,
Huang et al.,Marine,Garth,2019,Pacific: Northwest,Zhanjian mangrove wetland,Caranx malam,Adult,Carangidae,Blackfin scad,Alepes,Pelagic-neritic,Tropical,Least Concern,mainly animals,variable,3.4,,9.6,8.47,,3,"Trawl, drift net, and cage net",20,NaCl,KOH,Visual,FTIR,yes,yes,,,1.333333333,,,,yes,no,Polyethylene,Black,no,
Huang et al.,Marine,Garth,2019,Pacific: Northwest,Zhanjian mangrove wetland,Konosirus punctatus,Adult,Clupeidae,Dotted gizzard shad,Planiliza,Pelagic-neritic,Subtropical,Least Concern,mainly animals,selective plankton feeding,2.9,,9.904,8.88,,5,"Trawl, drift net, and cage net",20,NaCl,KOH,Visual,FTIR,yes,yes,,,1.6,,,,yes,no,Polyethylene,Clear,no,
Huang et al.,Marine,Garth,2019,Pacific: Northwest,Zhanjian mangrove wetland,Leiognathus brevirostris,Adult,Leiognathidae,Shortnose ponyfish,Leiognathus,Demersal,Tropical,Not Evaluated,mainly animals,hunting macrofauna,3,,8.129,7.14,,8,"Trawl, drift net, and cage net",20,NaCl,KOH,Visual,FTIR,yes,yes,,,0.75,,,,yes,yes,Polyethylene,Green,no,
Huang et al.,Marine,Garth,2019,Pacific: Northwest,Zhanjian mangrove wetland,Osteomugil ophuyseni,Adult,Muglidae,Longarm mullet,Osteomugil,Demersal,Tropical,Not Evaluated,plants/detritus+animals,browsing on substrate,2.4,,12.904,19.79,,5,"Trawl, drift net, and cage net",20,NaCl,KOH,Visual,FTIR,yes,yes,,,2.6,,,,yes,no,Polyethylene,Clear,no,
Huang et al.,Marine,Garth,2019,Pacific: Northwest,Zhanjian mangrove wetland,Stolephorus commersonnii,Adult,Engraulidae,Commerson's anchovy,Stolephorus,Pelagic-neritic,Tropical,Least Concern,mainly animals,selective plankton feeding,3.1,,9.45,4.1,,1,"Trawl, drift net, and cage net",20,NaCl,KOH,Visual,FTIR,yes,yes,,,0,,,,,,,,no,
Huang et al.,Marine,Garth,2019,Pacific: Northwest,Zhanjian mangrove wetland,Tylosurus melanotus,Adult,Belonidae,Keel-jawed needle fish,Tyklosurus,Reef-associated,Tropical,Not Evaluated,mainly animals,hunting macrofauna,4.3,,19.265,19.9,,2,"Trawl, drift net, and cage net",20,NaCl,KOH,Visual,FTIR,yes,yes,,,3.5,,,,no,yes,Polyethylene,Clear,no,
Huang et al.,Marine,Garth,2019,Pacific: Northwest,Zhanjian mangrove wetland,Thryssa vitrirostris,Adult,Engraulidae,Orangemouth anchovy,Thryssa,Pelagic-neritic,Tropical,Least Concern,,,3.4,,8.957,3.87,,3,"Trawl, drift net, and cage net",20,NaCl,KOH,Visual,FTIR,yes,yes,,,1,,,,yes,no,Polyethylene,Clear,no,
Jabeen et al.,Marine,Hailey,2017,Pacific: Northwest,China,Branchiostegus japonicus,Adult,Malacanthidae,Horsehead tilefish,Branchiostegus,Demersal,Tropical,Least Concern,mainly animals,hunting macrofauna,3.4,15.4,,50.5,,18,Fish market,20,NaCl,H2O2,Visual,FTIR,yes,yes,0.25,100,4.6,2.8,8.1,5.2,yes,no,Cellophane,Clear,no,
Jabeen et al.,Marine,Hailey,2017,Pacific: Northwest,China,Callionymus planus,Adult,Callionymidae,Japanese darter dragonet,Callionymus,Demersal,Temperate,Not Evaluated,,,3.3,20.7,,36.4,,18,Fish market,20,NaCl,H2O2,Visual,FTIR,yes,yes,0.25,100,4.8,2.3,3.6,1.8,yes,no,Cellophane,Clear,no,
Jabeen et al.,Marine,Hailey,2017,Pacific: Northwest,China,Coilia nasus,Adult,Engraulidae,Japanese grenadier anchovy,Coilia,Pelagic-neritic,Subtropical,Not Evaluated,,,3,19.4,,28.8,,18,Fish market,20,NaCl,H2O2,Visual,FTIR,yes,yes,0.25,100,4,1.8,11.5,6.1,yes,no,Cellophane,Clear,no,
Jabeen et al.,Marine,Hailey,2017,Pacific: Northwest,China,Collichthys lucidus,Adult,Sciaenidae,Big head croaker,Collichthys,Demersal,Subtropical,Not Evaluated,mainly animals,hunting macrofauna,3.5,14.7,,29.4,,18,Fish market,20,NaCl,H2O2,Visual,FTIR,yes,yes,0.25,100,6.2,2.4,17.2,9.7,yes,no,Cellophane,Clear,no,
Jabeen et al.,Marine,Hailey,2017,Pacific: Northwest,China,Cynoglossus abbreviatus,Adult,Cynoglossidae,Three-lined tongue sole,Cynoglossus,Demersal,Deep-water,Not Evaluated,mainly animals,hunting macrofauna,3.5,22.7,,62.4,,18,Fish market,20,NaCl,H2O2,Visual,FTIR,yes,yes,0.25,100,6.9,2.4,9.4,5.1,yes,no,Cellophane,Clear,no,
Jabeen et al.,Marine,Hailey,2017,Pacific: Northwest,China,Harpadon nehereus,Adult,Synodontidae,Bombay-duck,Harpadon,Benthopelagic,Tropical,Not Evaluated,mainly animals,,4.2,23.9,,60.3,,18,Fish market,20,NaCl,H2O2,Visual,FTIR,yes,yes,0.25,100,3.8,2,1.9,0.1,yes,no,Cellophane,Clear,no,
Jabeen et al.,Marine,Hailey,2017,Pacific: Northwest,China,Hyporhamphus intermedius,Adult,Hemiramphidae,Asian pencil halfbeak,Hyporhamphus,Pelagic-neritic,Subtropical,Not Evaluated,mainly animals,selective plankton feeding,3.4,34.6,,98.2,,18,Fish market,20,NaCl,H2O2,Visual,FTIR,yes,yes,0.25,100,3.7,2.2,3.4,2.4,yes,no,Cellophane,Clear,no,
Jabeen et al.,Marine,Hailey,2017,Pacific: Northwest,China,Larimichthys crocea,Adult,Sciaenidae,Large yellow croaker,Larimichthys,Benthopelagic,Temperate,Not Evaluated,mainly animals,hunting macrofauna,3.7,23.7,,154,,18,Fish market,20,NaCl,H2O2,Visual,FTIR,yes,yes,0.25,100,4.6,3.4,1.3,1.5,no,no,Cellophane,Clear,no,
Jabeen et al.,Marine,Hailey,2017,Pacific: Northwest,China,Lateolabrax japonicus,Adult,Lateolabracidae,Japanese seabass,Lateolabrax,Reef-associated,Subtropical,Not Evaluated,mainly animals,hunting macrofauna,3.4,21.6,,94,,18,Fish market,20,NaCl,H2O2,Visual,FTIR,yes,yes,0.25,100,2.1,0.3,0.5,0.1,yes,no,Cellophane,Clear,no,
Jabeen et al.,Marine,Hailey,2017,Pacific: Northwest,China,Mugil cephalus,Adult,Mugilidae,Flathead grey mullet,Mugil,Benthopelagic,Subtropical,Least Concern,mainly plants/detritus,variable,2.5,22.8,,102.4,,18,Fish market,20,NaCl,H2O2,Visual,FTIR,yes,yes,0.25,100,3.7,1,0.5,0.2,yes,no,Cellophane,Clear,no,
Jabeen et al.,Marine,Hailey,2017,Pacific: Northwest,China,Muraenesox cinereus,Adult,Muraenesocidae,Daggertooth pike conger,Muraenesox,Demersal,Subtropical,Not Evaluated,mainly animals,hunting macrofauna,4.4,43.2,,145.9,,18,Fish market,20,NaCl,H2O2,Visual,FTIR,yes,yes,0.25,100,2.4,0.6,0.4,0.2,yes,no,Cellophane,Clear,no,
Jabeen et al.,Marine,Hailey,2017,Pacific: Northwest,China,Oxyeleotris marmorata,Adult,Eleotridae,Marble goby,Oxyeleotrix,Demersal,Tropical,Least Concern,mainly animals,hunting macrofauna,3.9,16.8,,46.2,,18,Fish market,20,NaCl,H2O2,Visual,FTIR,yes,yes,0.25,100,4.2,2.4,1.3,1.1,yes,no,Cellophane,Clear,no,
Jabeen et al.,Marine,Hailey,2017,Pacific: Northwest,China,Pampus cinereus,Adult,Stromateidae,Silver pomfret,Pampus,Benthopelagic,Subtropical,Not Evaluated,mainly animals,selective plankton feeding,3.3,19.3,,105.8,,18,Fish market,20,NaCl,H2O2,Visual,FTIR,yes,yes,0.25,100,3,0.8,0.5,0.2,yes,no,Cellophane,Clear,no,
Jabeen et al.,Marine,Hailey,2017,Pacific: Northwest,China,Photopectoralis bindus,Adult,Leiognathidae,Orangefin ponyfish,Photopectoralis,Demersal,Tropical,Not Evaluated,plants/detritus+animals,,2.9,11.3,,20.9,,18,Fish market,20,NaCl,H2O2,Visual,FTIR,yes,yes,0.25,100,4.1,2.1,10.1,4.9,yes,no,Cellophane,Clear,no,
Jabeen et al.,Marine,Hailey,2017,Pacific: Northwest,China,Planiliza haemotocheila,Adult,Mugilidae,So-iuy mullet,Planiliza,Pelagic-neritic,Temperate,Not Evaluated,plants/detritus+animals,grazing on aquatic plants,2.5,23.3,,88.9,,18,Fish market,20,NaCl,H2O2,Visual,FTIR,yes,yes,0.25,100,3.3,0.3,0.6,0.05,yes,no,Cellophane,Clear,no,
Jabeen et al.,Marine,Hailey,2017,Pacific: Northwest,China,Psenopsis anomala,Adult,Centrolophidae,Pacific rudderfish,Psenopsis,Benthopelagic,Tropical,Least Concern,mainly animals,hunting macrofauna,4,16.9,,68.1,,18,Fish market,20,NaCl,H2O2,Visual,FTIR,yes,yes,0.25,100,1.1,0.3,0.5,0.2,yes,no,Cellophane,Clear,no,
Jabeen et al.,Marine,Hailey,2017,Pacific: Northwest,China,Sebasticus marmoratus,Adult,Sebastidae,False kelpfish,Sebasticus,Demersal,Tropical,Not Evaluated,,,3.7,13.6,,36.9,,18,Fish market,20,NaCl,H2O2,Visual,FTIR,yes,yes,0.25,100,4.2,1.3,3.3,1.2,yes,no,Cellophane,Clear,no,particles <0.05 mm exlcuded 
Jabeen et al.,Marine,Hailey,2017,Pacific: Northwest,China,Sillago sihama,Adult,Sillaginidae,Silver sillago,Silago,Reef-associated,Tropical,Least Concern,mainly animals,hunting macrofauna,3.3,15.2,,25.1,,18,Fish market,20,NaCl,H2O2,Visual,FTIR,yes,yes,0.25,100,2.6,2,5.7,2.9,yes,no,Cellophane,Clear,no,"1 microfibre found, 2 macrofibres"
Jabeen et al.,Marine,Hailey,2017,Pacific: Northwest,China,Synechobius ommaturus,Adult,Bobiidae,Asian goby,Synechobius,Demersal,Subtropical,Not Evaluated,,,3.6,14,,21.5,,18,Fish market,20,NaCl,H2O2,Visual,FTIR,yes,yes,0.25,100,5.3,2.9,12.6,9.5,yes,no,Cellophane,Clear,no,
Jabeen et al.,Marine,Hailey,2017,Pacific: Northwest,China,Terapon jarbua,Adult,Terapontidae,Jarbua terapon,Terapon,Demersal,Tropical,Least Concern,mainly animals,hunting macrofauna,3.9,18.9,,87.9,,18,Fish market,20,NaCl,H2O2,Visual,FTIR,yes,yes,0.25,100,3,0.7,0.9,0.3,yes,no,Cellophane,Clear,no,
Jabeen et al.,Marine,Hailey,2017,Pacific: Northwest,China,Thamnaconus septentrionalis,Adult,Monacanthidae,,Thamnaconus,Demersal,Temperate,Not Evaluated,,,3.4,19.3,,107.3,,18,Fish market,20,NaCl,H2O2,Visual,FTIR,yes,yes,0.25,100,7.2,2.8,4,1.7,yes,no,Cellophane,Clear,no,
Jabeen et al.,Freshwater,Hailey,2017,Asia,China,Cyprinus carpio,Adult,Cyprinidae,Common carp,Cyprinus,Freshwater; benthopelagic,Subtropical,Critically Endangered,plants/detritus+animals,hunting macrofauna,3.1,28,,271,,18,Fish market,20,NaCl,H2O2,Visual,FTIR,yes,yes,0.25,,7.2,2.8,0.5,0.3,yes,no,Cellophane,Clear,no,
Jabeen et al.,Freshwater,Hailey,2017,Asia,China,Carassius auratus,Adult,Cyprinidae,Goldfish,Carassius,Freshwater; benthopelagic,Subtropical,Least Concern,mainly plants/detritus,grazing on aquatic plants,2,16,,59.5,,18,Fish market,20,NaCl,H2O2,Visual,FTIR,yes,yes,0.25,,1.9,1,1.7,1,yes,no,Cellophane,Clear,no,
Jabeen et al.,Freshwater,Hailey,2017,Asia,China,Hypophthalmichthys molitrix,Adult,Cyprinidae,Silver carp,Hypophthalmichthys,Freshwater; benthopelagic,Subtropical,Near Threatened,mainly plants/detritus,grazing on aquatic plants,2,16.1,,39.6,,18,Fish market,20,NaCl,H2O2,Visual,FTIR,yes,yes,0.25,,3.8,2,2.1,1.1,yes,no,Cellophane,Clear,no,
Jabeen et al.,Freshwater,Hailey,2017,Asia,China,Pseudorasbora parva,Adult,Cyprinidae,Stone moroko,Pseudorasbora,Freshwater; benthopelagic,Temperate,Least Concern,mainly animals,variable,3.1,11.4,,14.5,,18,Fish market,20,NaCl,H2O2,Visual,FTIR,yes,yes,0.25,,2.5,1.8,5.6,3.9,yes,no,Cellophane,Clear,no,
Jabeen et al.,Freshwater,Hailey,2017,Asia,China,Megalobrama amblycephala,Adult,Cyprinidae,Wuchang bream,Megalobrama,Freshwater; benthopelagic,Temperate,Least Concern,,,3.4,23.5,,109,,18,Fish market,20,NaCl,H2O2,Visual,FTIR,yes,yes,0.25,,1.8,1.7,0.2,0.1,yes,no,Cellophane,Clear,no,
Jabeen et al.,Freshwater,Hailey,2017,Asia,China,Hemiculter bleekeri,Adult,Cyprinidae,Tsan tiu,Hemiculter,Freshwater; benthopelagic,Temperate,Not Evaluated,mainly plants/detritus,grazing on aquatic plants,2.1,17.3,,43,,18,Fish market,20,NaCl,H2O2,Visual,FTIR,yes,yes,0.25,,2.1,1.1,1.1,0.5,yes,no,Cellophane,Clear,no,
James et al.,Marine,Garth,2020,Indian Ocean: Western,"Kochi, India",Rastrelliger kanagurta,Adult,Scombridae,Indian mackerel,Rastrelliger,Pelagic-neritic,Tropical,Data deficient,mainly animals,hunting macrofauna,3.2,,21.44,115.57,,40,Bottom Trawl,0.4,None,H2O2,Visual,Raman,yes,no,,2.5,,,,,,,,,no,
James et al.,Marine,Garth,2020,Indian Ocean: Western,"Kochi, India",Sardinella longiceps,Adult,Clupeidae,Indian oil sardine,Sardinella,Pelagic-neritic,Tropical,Least Concern,plants/detritus+animals,grazing on aquatic plants,2.4,,15.76,41.61,,33,Bottom Trawl,0.4,None,H2O2,Visual,Raman,yes,no,,9.09,,,,,,,,,no,
James et al.,Marine,Garth,2020,Indian Ocean: Western,"Kochi, India",Sardinella gibbosa,Adult,Clupeidae,Goldstripe sardinella,Sardinella,Pelagic-neritic,Tropical,Least Concern,mainly animals,selective plankton feeding,2.9,,18.28,65.15,,40,Bottom Trawl,0.4,None,H2O2,Visual,Raman,yes,no,,2.5,,,,,,,,,no,
James et al.,Marine,Garth,2020,Indian Ocean: Western,"Kochi, India",Stolephorus indicus,Adult,Engraulidae,Indian anchovy,Stolephorus,Pelagic-neritic,Tropical,Least Concern,mainly animals,variable,3.6,,9.82,8.15,,47,Bottom Trawl,0.4,None,H2O2,Visual,Raman,yes,no,,0,,,,,,,,,no,
